"Estimated.HIV.Prevalence.....Ages.15.49.","year","Percentage 15-45"
"6942","Qatar","X2005",0.06
"6944","Romania","X2005",0.1
"6945","Russia","X2005",0.9
"6946","Rwanda","X2005",3.1
"6958","Senegal","X2005",0.8
"6959","Serbia","X2005",0.1
"6963","Sierra Leone","X2005",1.5
"6964","Singapore","X2005",0.1
"6965","Slovak Republic","X2005",0.06
"6966","Slovenia","X2005",0.06
"6968","Somalia","X2005",0.4
"6970","South Africa","X2005",18.1
"6972","Spain","X2005",0.4
"6973","Sri Lanka","X2005",0.06
"6974","Sudan","X2005",0.6
"6975","Suriname","X2005",1.1
"6977","Swaziland","X2005",25.6
"6978","Sweden","X2005",0.1
"6979","Switzerland","X2005",0.3
"6982","Tajikistan","X2005",0.1
"6983","Tanzania","X2005",6.2
"6984","Thailand","X2005",1.5
"6986","Togo","X2005",3.4
"6990","Trinidad and Tobago","X2005",1.3
"6991","Tunisia","X2005",0.06
"6992","Turkey","X2005",0.06
"6996","Uganda","X2005",6.4
"6997","Ukraine","X2005",1.1
"6999","United Kingdom","X2005",0.2
"7000","United States","X2005",0.6
"7001","Uruguay","X2005",0.5
"7003","Uzbekistan","X2005",0.06
"7010","Vietnam","X2005",0.4
"7016","Zambia","X2005",13.9
"7017","Zimbabwe","X2005",18.4
"7020","Cote dIvoire","X2005",4.8
"7025","Algeria","X2006",0.1
"7028","Angola","X2006",1.9
"7031","Argentina","X2006",0.4
"7032","Armenia","X2006",0.1
"7034","Australia","X2006",0.1
"7035","Austria","X2006",0.2
"7036","Azerbaijan","X2006",0.06
"7037","Bahamas","X2006",3
"7039","Bangladesh","X2006",0.06
"7040","Barbados","X2006",1.1
"7041","Belarus","X2006",0.2
"7042","Belgium","X2006",0.2
"7043","Belize","X2006",2.4
"7044","Benin","X2006",1.2
"7046","Bhutan","X2006",0.1
"7047","Bolivia","X2006",0.2
"7049","Botswana","X2006",25.3
"7050","Brazil","X2006",0.4
"7053","Bulgaria","X2006",0.1
"7054","Burkina Faso","X2006",1.4
"7055","Burundi","X2006",3.8
"7056","Cambodia","X2006",0.7
"7057","Cameroon","X2006",5.4
"7058","Canada","X2006",0.2
"7061","Central African Republic","X2006",6.1
"7062","Chad","X2006",3.5
"7064","Chile","X2006",0.4
"7068","Colombia","X2006",0.6
"7069","Comoros","X2006",0.06
"7071","Congo, Rep.","X2006",3.6
"7073","Costa Rica","X2006",0.3
"7074","Croatia","X2006",0.06
"7075","Cuba","X2006",0.1
"7077","Czech Republic","X2006",0.06
"7079","Denmark","X2006",0.2
"7080","Djibouti","X2006",2.6
"7082","Dominican Republic","X2006",0.9
"7084","Ecuador","X2006",0.4
"7085","Egypt","X2006",0.06
"7086","El Salvador","X2006",0.8
"7087","Equatorial Guinea","X2006",4
"7088","Eritrea","X2006",0.9
"7090","Estonia","X2006",1.1
"7094","Fiji","X2006",0.1
"7095","Finland","X2006",0.1
"7096","France","X2006",0.4
"7099","Gabon","X2006",5.4
"7100","Gambia","X2006",1.3
"7101","Georgia","X2006",0.1
"7102","Germany","X2006",0.1
"7103","Ghana","X2006",1.9
"7105","Greece","X2006",0.1
"7110","Guatemala","X2006",0.7
"7112","Guinea","X2006",1.4
"7113","Guinea-Bissau","X2006",2.4
"7114","Guyana","X2006",1.1
"7115","Haiti","X2006",2.1
"7117","Honduras","X2006",0.9
"7119","Hungary","X2006",0.06
"7120","Iceland","X2006",0.3
"7121","India","X2006",0.37
"7122","Indonesia","X2006",0.1
"7123","Iran","X2006",0.2
"7125","Ireland","X2006",0.2
"7127","Israel","X2006",0.2
"7128","Italy","X2006",0.3
"7129","Jamaica","X2006",1.7
"7130","Japan","X2006",0.06
"7133","Kazakhstan","X2006",0.1
"7134","Kenya","X2006",6.6
"7137","South Korea","X2006",0.06
"7141","Kyrgyz Republic","X2006",0.1
"7142","Lao","X2006",0.1
"7143","Latvia","X2006",0.6
"7144","Lebanon","X2006",0.1
"7145","Lesotho","X2006",23.5
"7146","Liberia","X2006",2
"7149","Lithuania","X2006",0.06
"7150","Luxembourg","X2006",0.3
"7153","Madagascar","X2006",0.2
"7154","Malawi","X2006",11.8
"7155","Malaysia","X2006",0.5
"7156","Maldives","X2006",0.06
"7157","Mali","X2006",1.1
"7158","Malta","X2006",0.1
"7161","Mauritania","X2006",0.7
"7162","Mauritius","X2006",0.7
"7164","Mexico","X2006",0.3
"7166","Moldova","X2006",0.4
"7168","Mongolia","X2006",0.06
"7171","Morocco","X2006",0.1
"7172","Mozambique","X2006",11.3
"7173","Myanmar","X2006",0.7
"7174","Namibia","X2006",15
"7176","Nepal","X2006",0.4
"7177","Netherlands","X2006",0.2
"7180","New Zealand","X2006",0.1
"7182","Nicaragua","X2006",0.2
"7183","Niger","X2006",0.9
"7184","Nigeria","X2006",3.6
"7189","Norway","X2006",0.1
"7190","Oman","X2006",0.06
"7191","Pakistan","X2006",0.1
"7193","Panama","X2006",1
"7194","Papua New Guinea","X2006",0.8
"7195","Paraguay","X2006",0.3
"7196","Peru","X2006",0.4
"7197","Philippines","X2006",0.06
"7199","Poland","X2006",0.1
"7200","Portugal","X2006",0.5
"7202","Qatar","X2006",0.06
"7204","Romania","X2006",0.1
"7205","Russia","X2006",0.9
"7206","Rwanda","X2006",3
"7218","Senegal","X2006",0.8
"7219","Serbia","X2006",0.1
"7223","Sierra Leone","X2006",1.6
"7224","Singapore","X2006",0.1
"7225","Slovak Republic","X2006",0.06
"7226","Slovenia","X2006",0.06
"7228","Somalia","X2006",0.5
"7230","South Africa","X2006",18.1
"7232","Spain","X2006",0.4
"7233","Sri Lanka","X2006",0.06
"7234","Sudan","X2006",0.7
"7235","Suriname","X2006",1
"7237","Swaziland","X2006",25.7
"7238","Sweden","X2006",0.1
"7239","Switzerland","X2006",0.4
"7242","Tajikistan","X2006",0.2
"7243","Tanzania","X2006",6
"7244","Thailand","X2006",1.4
"7246","Togo","X2006",3.3
"7250","Trinidad and Tobago","X2006",1.4
"7251","Tunisia","X2006",0.06
"7252","Turkey","X2006",0.06
"7256","Uganda","X2006",6.3
"7257","Ukraine","X2006",1.1
"7259","United Kingdom","X2006",0.2
"7260","United States","X2006",0.6
"7261","Uruguay","X2006",0.5
"7263","Uzbekistan","X2006",0.1
"7270","Vietnam","X2006",0.4
"7276","Zambia","X2006",13.8
"7277","Zimbabwe","X2006",17.2
"7280","Cote dIvoire","X2006",4.4
"7285","Algeria","X2007",0.1
"7288","Angola","X2007",1.9
"7291","Argentina","X2007",0.4
"7292","Armenia","X2007",0.1
"7294","Australia","X2007",0.1
"7295","Austria","X2007",0.3
"7296","Azerbaijan","X2007",0.1
"7297","Bahamas","X2007",3.1
"7299","Bangladesh","X2007",0.06
"7300","Barbados","X2007",1.2
"7301","Belarus","X2007",0.2
"7302","Belgium","X2007",0.2
"7303","Belize","X2007",2.4
"7304","Benin","X2007",1.2
"7306","Bhutan","X2007",0.1
"7307","Bolivia","X2007",0.2
"7309","Botswana","X2007",25.1
"7310","Brazil","X2007",0.4
"7313","Bulgaria","X2007",0.1
"7314","Burkina Faso","X2007",1.3
"7315","Burundi","X2007",3.6
"7316","Cambodia","X2007",0.6
"7317","Cameroon","X2007",5.4
"7318","Canada","X2007",0.2
"7321","Central African Republic","X2007",5.5
"7322","Chad","X2007",3.5
"7324","Chile","X2007",0.4
"7328","Colombia","X2007",0.6
"7329","Comoros","X2007",0.06
"7331","Congo, Rep.","X2007",3.5
"7333","Costa Rica","X2007",0.3
"7334","Croatia","X2007",0.06
"7335","Cuba","X2007",0.1
"7337","Czech Republic","X2007",0.06
"7339","Denmark","X2007",0.2
"7340","Djibouti","X2007",2.6
"7342","Dominican Republic","X2007",0.8
"7344","Ecuador","X2007",0.4
"7345","Egypt","X2007",0.06
"7346","El Salvador","X2007",0.8
"7347","Equatorial Guinea","X2007",4.4
"7348","Eritrea","X2007",0.9
"7350","Estonia","X2007",1.2
"7354","Fiji","X2007",0.1
"7355","Finland","X2007",0.1
"7356","France","X2007",0.4
"7359","Gabon","X2007",5.3
"7360","Gambia","X2007",1.5
"7361","Georgia","X2007",0.1
"7362","Germany","X2007",0.1
"7363","Ghana","X2007",1.9
"7365","Greece","X2007",0.1
"7370","Guatemala","X2007",0.7
"7372","Guinea","X2007",1.4
"7373","Guinea-Bissau","X2007",2.5
"7374","Guyana","X2007",1
"7375","Haiti","X2007",2
"7377","Honduras","X2007",0.8
"7379","Hungary","X2007",0.06
"7380","Iceland","X2007",0.3
"7381","India","X2007",0.34
"7382","Indonesia","X2007",0.1
"7383","Iran","X2007",0.2
"7385","Ireland","X2007",0.2
"7387","Israel","X2007",0.2
"7388","Italy","X2007",0.3
"7389","Jamaica","X2007",1.7
"7390","Japan","X2007",0.06
"7393","Kazakhstan","X2007",0.1
"7394","Kenya","X2007",6.4
"7397","South Korea","X2007",0.06
"7401","Kyrgyz Republic","X2007",0.2
"7402","Lao","X2007",0.2
"7403","Latvia","X2007",0.6
"7404","Lebanon","X2007",0.1
"7405","Lesotho","X2007",23.5
"7406","Liberia","X2007",1.8
"7409","Lithuania","X2007",0.1
"7410","Luxembourg","X2007",0.3
"7413","Madagascar","X2007",0.2
"7414","Malawi","X2007",11.4
"7415","Malaysia","X2007",0.5
"7416","Maldives","X2007",0.06
"7417","Mali","X2007",1.1
"7418","Malta","X2007",0.1
"7421","Mauritania","X2007",0.7
"7422","Mauritius","X2007",0.8
"7424","Mexico","X2007",0.3
"7426","Moldova","X2007",0.4
"7428","Mongolia","X2007",0.06
"7431","Morocco","X2007",0.1
"7432","Mozambique","X2007",11.4
"7433","Myanmar","X2007",0.6
"7434","Namibia","X2007",14.3
"7436","Nepal","X2007",0.4
"7437","Netherlands","X2007",0.2
"7440","New Zealand","X2007",0.1
"7442","Nicaragua","X2007",0.2
"7443","Niger","X2007",0.8
"7444","Nigeria","X2007",3.6
"7449","Norway","X2007",0.1
"7450","Oman","X2007",0.1
"7451","Pakistan","X2007",0.1
"7453","Panama","X2007",0.9
"7454","Papua New Guinea","X2007",0.9
"7455","Paraguay","X2007",0.3
"7456","Peru","X2007",0.4
"7457","Philippines","X2007",0.06
"7459","Poland","X2007",0.1
"7460","Portugal","X2007",0.5
"7462","Qatar","X2007",0.06
"7464","Romania","X2007",0.1
"7465","Russia","X2007",0.9
"7466","Rwanda","X2007",2.9
"7478","Senegal","X2007",0.8
"7479","Serbia","X2007",0.1
"7483","Sierra Leone","X2007",1.6
"7484","Singapore","X2007",0.1
"7485","Slovak Republic","X2007",0.06
"7486","Slovenia","X2007",0.06
"7488","Somalia","X2007",0.6
"7490","South Africa","X2007",18
"7492","Spain","X2007",0.4
"7493","Sri Lanka","X2007",0.06
"7494","Sudan","X2007",0.8
"7495","Suriname","X2007",1
"7497","Swaziland","X2007",25.8
"7498","Sweden","X2007",0.1
"7499","Switzerland","X2007",0.4
"7502","Tajikistan","X2007",0.2
"7503","Tanzania","X2007",5.9
"7504","Thailand","X2007",1.4
"7506","Togo","X2007",3.3
"7510","Trinidad and Tobago","X2007",1.4
"7511","Tunisia","X2007",0.06
"7512","Turkey","X2007",0.06
"7516","Uganda","X2007",6.3
"7517","Ukraine","X2007",1.1
"7519","United Kingdom","X2007",0.2
"7520","United States","X2007",0.6
"7521","Uruguay","X2007",0.5
"7523","Uzbekistan","X2007",0.1
"7530","Vietnam","X2007",0.4
"7536","Zambia","X2007",13.7
"7537","Zimbabwe","X2007",16.1
"7540","Cote dIvoire","X2007",4.1
"7545","Algeria","X2008",0.1
"7548","Angola","X2008",2
"7551","Argentina","X2008",0.5
"7552","Armenia","X2008",0.1
"7554","Australia","X2008",0.1
"7555","Austria","X2008",0.3
"7556","Azerbaijan","X2008",0.1
"7557","Bahamas","X2008",3.1
"7559","Bangladesh","X2008",0.06
"7560","Barbados","X2008",1.3
"7561","Belarus","X2008",0.2
"7562","Belgium","X2008",0.2
"7563","Belize","X2008",2.4
"7564","Benin","X2008",1.2
"7566","Bhutan","X2008",0.2
"7567","Bolivia","X2008",0.2
"7569","Botswana","X2008",24.9
"7570","Brazil","X2008",0.45
"7573","Bulgaria","X2008",0.1
"7574","Burkina Faso","X2008",1.2
"7575","Burundi","X2008",3.5
"7576","Cambodia","X2008",0.6
"7577","Cameroon","X2008",5.3
"7578","Canada","X2008",0.2
"7581","Central African Republic","X2008",5.1
"7582","Chad","X2008",3.4
"7584","Chile","X2008",0.4
"7588","Colombia","X2008",0.5
"7589","Comoros","X2008",0.06
"7591","Congo, Rep.","X2008",3.5
"7593","Costa Rica","X2008",0.3
"7594","Croatia","X2008",0.06
"7595","Cuba","X2008",0.1
"7597","Czech Republic","X2008",0.06
"7599","Denmark","X2008",0.2
"7600","Djibouti","X2008",2.6
"7602","Dominican Republic","X2008",0.9
"7604","Ecuador","X2008",0.4
"7605","Egypt","X2008",0.06
"7606","El Salvador","X2008",0.8
"7607","Equatorial Guinea","X2008",4.7
"7608","Eritrea","X2008",0.8
"7610","Estonia","X2008",1.2
"7614","Fiji","X2008",0.1
"7615","Finland","X2008",0.1
"7616","France","X2008",0.4
"7619","Gabon","X2008",5.3
"7620","Gambia","X2008",1.7
"7621","Georgia","X2008",0.1
"7622","Germany","X2008",0.1
"7623","Ghana","X2008",1.8
"7625","Greece","X2008",0.1
"7630","Guatemala","X2008",0.8
"7632","Guinea","X2008",1.4
"7633","Guinea-Bissau","X2008",2.5
"7634","Guyana","X2008",1.2
"7635","Haiti","X2008",2
"7637","Honduras","X2008",0.8
"7639","Hungary","X2008",0.06
"7640","Iceland","X2008",0.3
"7641","India","X2008",0.32
"7642","Indonesia","X2008",0.2
"7643","Iran","X2008",0.2
"7645","Ireland","X2008",0.2
"7647","Israel","X2008",0.2
"7648","Italy","X2008",0.3
"7649","Jamaica","X2008",1.7
"7650","Japan","X2008",0.06
"7653","Kazakhstan","X2008",0.1
"7654","Kenya","X2008",6.3
"7657","South Korea","X2008",0.06
"7661","Kyrgyz Republic","X2008",0.2
"7662","Lao","X2008",0.2
"7663","Latvia","X2008",0.6
"7664","Lebanon","X2008",0.1
"7665","Lesotho","X2008",23.6
"7666","Liberia","X2008",1.6
"7669","Lithuania","X2008",0.1
"7670","Luxembourg","X2008",0.3
"7673","Madagascar","X2008",0.2
"7674","Malawi","X2008",11.2
"7675","Malaysia","X2008",0.5
"7676","Maldives","X2008",0.06
"7677","Mali","X2008",1
"7678","Malta","X2008",0.1
"7681","Mauritania","X2008",0.7
"7682","Mauritius","X2008",0.9
"7684","Mexico","X2008",0.3
"7686","Moldova","X2008",0.4
"7688","Mongolia","X2008",0.06
"7691","Morocco","X2008",0.1
"7692","Mozambique","X2008",11.4
"7693","Myanmar","X2008",0.6
"7694","Namibia","X2008",13.7
"7696","Nepal","X2008",0.4
"7697","Netherlands","X2008",0.2
"7700","New Zealand","X2008",0.1
"7702","Nicaragua","X2008",0.2
"7703","Niger","X2008",0.8
"7704","Nigeria","X2008",3.6
"7709","Norway","X2008",0.1
"7710","Oman","X2008",0.1
"7711","Pakistan","X2008",0.1
"7713","Panama","X2008",0.9
"7714","Papua New Guinea","X2008",0.9
"7715","Paraguay","X2008",0.3
"7716","Peru","X2008",0.4
"7717","Philippines","X2008",0.06
"7719","Poland","X2008",0.1
"7720","Portugal","X2008",0.5
"7722","Qatar","X2008",0.06
"7724","Romania","X2008",0.1
"7725","Russia","X2008",1
"7726","Rwanda","X2008",2.9
"7738","Senegal","X2008",0.8
"7739","Serbia","X2008",0.1
"7743","Sierra Leone","X2008",1.6
"7744","Singapore","X2008",0.1
"7745","Slovak Republic","X2008",0.06
"7746","Slovenia","X2008",0.06
"7748","Somalia","X2008",0.6
"7750","South Africa","X2008",17.9
"7752","Spain","X2008",0.4
"7753","Sri Lanka","X2008",0.06
"7754","Sudan","X2008",1
"7755","Suriname","X2008",1
"7757","Swaziland","X2008",25.9
"7758","Sweden","X2008",0.1
"7759","Switzerland","X2008",0.4
"7762","Tajikistan","X2008",0.2
"7763","Tanzania","X2008",5.8
"7764","Thailand","X2008",1.3
"7766","Togo","X2008",3.2
"7770","Trinidad and Tobago","X2008",1.5
"7771","Tunisia","X2008",0.06
"7772","Turkey","X2008",0.06
"7776","Uganda","X2008",6.4
"7777","Ukraine","X2008",1.1
"7779","United Kingdom","X2008",0.2
"7780","United States","X2008",0.6
"7781","Uruguay","X2008",0.5
"7783","Uzbekistan","X2008",0.1
"7790","Vietnam","X2008",0.4
"7796","Zambia","X2008",13.6
"7797","Zimbabwe","X2008",15.1
"7800","Cote dIvoire","X2008",3.7
"7802","Afghanistan","X2009",0.06
"7808","Angola","X2009",2.1
"7811","Argentina","X2009",0.4
"7812","Armenia","X2009",0.2
"7814","Australia","X2009",0.2
"7815","Austria","X2009",0.3
"7816","Azerbaijan","X2009",0.1
"7817","Bahamas","X2009",2.9
"7819","Bangladesh","X2009",0.06
"7820","Barbados","X2009",0.9
"7821","Belarus","X2009",0.3
"7822","Belgium","X2009",0.3
"7823","Belize","X2009",2.4
"7824","Benin","X2009",1.2
"7826","Bhutan","X2009",0.2
"7827","Bolivia","X2009",0.3
"7829","Botswana","X2009",24.1
"7830","Brazil","X2009",0.3
"7833","Bulgaria","X2009",0.1
"7834","Burkina Faso","X2009",1.2
"7835","Burundi","X2009",1.6
"7836","Cambodia","X2009",0.6
"7837","Cameroon","X2009",4.8
"7838","Canada","X2009",0.3
"7839","Cape Verde","X2009",1
"7841","Central African Republic","X2009",5.1
"7842","Chad","X2009",3.2
"7844","Chile","X2009",0.5
"7848","Colombia","X2009",0.5
"7849","Comoros","X2009",0.1
"7851","Congo, Rep.","X2009",3.3
"7853","Costa Rica","X2009",0.3
"7854","Croatia","X2009",0.06
"7855","Cuba","X2009",0.1
"7857","Czech Republic","X2009",0.06
"7859","Denmark","X2009",0.2
"7860","Djibouti","X2009",1.6
"7862","Dominican Republic","X2009",0.8
"7864","Ecuador","X2009",0.4
"7865","Egypt","X2009",0.06
"7866","El Salvador","X2009",0.6
"7867","Equatorial Guinea","X2009",4.2
"7868","Eritrea","X2009",0.7
"7870","Estonia","X2009",1.2
"7871","Ethiopia","X2009",1.7
"7874","Fiji","X2009",0.06
"7875","Finland","X2009",0.1
"7876","France","X2009",0.4
"7879","Gabon","X2009",5.2
"7880","Gambia","X2009",1.4
"7881","Georgia","X2009",0.2
"7882","Germany","X2009",0.1
"7883","Ghana","X2009",1.6
"7885","Greece","X2009",0.2
"7890","Guatemala","X2009",0.7
"7892","Guinea","X2009",1.4
"7893","Guinea-Bissau","X2009",2.3
"7894","Guyana","X2009",1.2
"7895","Haiti","X2009",1.9
"7899","Hungary","X2009",0.1
"7900","Iceland","X2009",0.3
"7901","India","X2009",0.31
"7902","Indonesia","X2009",0.2
"7903","Iran","X2009",0.2
"7905","Ireland","X2009",0.3
"7907","Israel","X2009",0.2
"7908","Italy","X2009",0.4
"7909","Jamaica","X2009",1.8
"7910","Japan","X2009",0.06
"7913","Kazakhstan","X2009",0.2
"7914","Kenya","X2009",6.2
"7917","South Korea","X2009",0.06
"7921","Kyrgyz Republic","X2009",0.2
"7922","Lao","X2009",0.2
"7923","Latvia","X2009",0.7
"7924","Lebanon","X2009",0.1
"7925","Lesotho","X2009",23
"7926","Liberia","X2009",1.3
"7929","Lithuania","X2009",0.1
"7930","Luxembourg","X2009",0.3
"7933","Madagascar","X2009",0.3
"7934","Malawi","X2009",10.9
"7935","Malaysia","X2009",0.4
"7936","Maldives","X2009",0.06
"7937","Mali","X2009",1.2
"7938","Malta","X2009",0.1
"7941","Mauritania","X2009",1
"7942","Mauritius","X2009",1
"7944","Mexico","X2009",0.2
"7946","Moldova","X2009",0.5
"7948","Mongolia","X2009",0.06
"7951","Morocco","X2009",0.1
"7952","Mozambique","X2009",11.3
"7953","Myanmar","X2009",0.7
"7954","Namibia","X2009",13.7
"7956","Nepal","X2009",0.4
"7957","Netherlands","X2009",0.2
"7960","New Zealand","X2009",0.1
"7962","Nicaragua","X2009",0.2
"7963","Niger","X2009",0.8
"7964","Nigeria","X2009",3.6
"7969","Norway","X2009",0.1
"7971","Pakistan","X2009",0.1
"7973","Panama","X2009",0.8
"7974","Papua New Guinea","X2009",0.7
"7975","Paraguay","X2009",0.3
"7976","Peru","X2009",0.4
"7977","Philippines","X2009",0.06
"7979","Poland","X2009",0.1
"7980","Portugal","X2009",0.7
"7984","Romania","X2009",0.1
"7986","Rwanda","X2009",3
"7996","Sao Tome and Principe","X2009",1
"7998","Senegal","X2009",0.7
"7999","Serbia","X2009",0.1
"8003","Sierra Leone","X2009",1.6
"8004","Singapore","X2009",0.1
"8005","Slovak Republic","X2009",0.06
"8006","Slovenia","X2009",0.06
"8008","Somalia","X2009",0.7
"8010","South Africa","X2009",17.2
"8012","Spain","X2009",0.4
"8013","Sri Lanka","X2009",0.06
"8014","Sudan","X2009",0.4
"8015","Suriname","X2009",1.2
"8017","Swaziland","X2009",25.8
"8018","Sweden","X2009",0.2
"8019","Switzerland","X2009",0.4
"8022","Tajikistan","X2009",0.2
"8023","Tanzania","X2009",5.8
"8024","Thailand","X2009",1.3
"8026","Togo","X2009",3.6
"8030","Trinidad and Tobago","X2009",1.5
"8031","Tunisia","X2009",0.06
"8032","Turkey","X2009",0.06
"8036","Uganda","X2009",6.9
"8037","Ukraine","X2009",0.9
"8039","United Kingdom","X2009",0.3
"8040","United States","X2009",0.6
"8041","Uruguay","X2009",0.6
"8046","Venezuela","X2009",0.5
"8050","Vietnam","X2009",0.4
"8054","Yemen","X2009",0.2
"8056","Zambia","X2009",12.9
"8057","Zimbabwe","X2009",15.7
"8060","Cote dIvoire","X2009",3.4
"8062","Afghanistan","X2010",0.06
"8068","Angola","X2010",2.1
"8071","Argentina","X2010",0.4
"8072","Armenia","X2010",0.2
"8074","Australia","X2010",0.2
"8075","Austria","X2010",0.4
"8076","Azerbaijan","X2010",0.1
"8077","Bahamas","X2010",2.8
"8079","Bangladesh","X2010",0.06
"8080","Barbados","X2010",0.9
"8081","Belarus","X2010",0.4
"8082","Belgium","X2010",0.3
"8083","Belize","X2010",2.4
"8084","Benin","X2010",1.2
"8086","Bhutan","X2010",0.3
"8087","Bolivia","X2010",0.3
"8089","Botswana","X2010",23.7
"8090","Brazil","X2010",0.3
"8093","Bulgaria","X2010",0.1
"8094","Burkina Faso","X2010",1.2
"8095","Burundi","X2010",1.4
"8096","Cambodia","X2010",0.6
"8097","Cameroon","X2010",4.7
"8098","Canada","X2010",0.3
"8099","Cape Verde","X2010",1
"8101","Central African Republic","X2010",4.9
"8102","Chad","X2010",3.2
"8104","Chile","X2010",0.5
"8108","Colombia","X2010",0.5
"8109","Comoros","X2010",0.1
"8111","Congo, Rep.","X2010",3.3
"8113","Costa Rica","X2010",0.3
"8114","Croatia","X2010",0.06
"8115","Cuba","X2010",0.2
"8117","Czech Republic","X2010",0.06
"8119","Denmark","X2010",0.2
"8120","Djibouti","X2010",1.5
"8122","Dominican Republic","X2010",0.7
"8124","Ecuador","X2010",0.4
"8125","Egypt","X2010",0.06
"8126","El Salvador","X2010",0.6
"8127","Equatorial Guinea","X2010",4.4
"8128","Eritrea","X2010",0.7
"8130","Estonia","X2010",1.3
"8131","Ethiopia","X2010",1.6
"8134","Fiji","X2010",0.06
"8135","Finland","X2010",0.1
"8136","France","X2010",0.4
"8139","Gabon","X2010",5.1
"8140","Gambia","X2010",1.4
"8141","Georgia","X2010",0.2
"8142","Germany","X2010",0.1
"8143","Ghana","X2010",1.5
"8145","Greece","X2010",0.2
"8150","Guatemala","X2010",0.7
"8152","Guinea","X2010",1.4
"8153","Guinea-Bissau","X2010",2.4
"8154","Guyana","X2010",1.1
"8155","Haiti","X2010",1.9
"8159","Hungary","X2010",0.1
"8160","Iceland","X2010",0.3
"8162","Indonesia","X2010",0.2
"8163","Iran","X2010",0.2
"8165","Ireland","X2010",0.3
"8167","Israel","X2010",0.2
"8168","Italy","X2010",0.4
"8169","Jamaica","X2010",1.8
"8170","Japan","X2010",0.06
"8173","Kazakhstan","X2010",0.2
"8174","Kenya","X2010",6.2
"8177","South Korea","X2010",0.06
"8181","Kyrgyz Republic","X2010",0.3
"8182","Lao","X2010",0.3
"8183","Latvia","X2010",0.7
"8184","Lebanon","X2010",0.1
"8185","Lesotho","X2010",23.2
"8186","Liberia","X2010",1.1
"8189","Lithuania","X2010",0.1
"8190","Luxembourg","X2010",0.3
"8193","Madagascar","X2010",0.3
"8194","Malawi","X2010",10.4
"8195","Malaysia","X2010",0.4
"8196","Maldives","X2010",0.06
"8197","Mali","X2010",1.1
"8198","Malta","X2010",0.1
"8201","Mauritania","X2010",1.1
"8202","Mauritius","X2010",1
"8204","Mexico","X2010",0.2
"8206","Moldova","X2010",0.5
"8208","Mongolia","X2010",0.06
"8211","Morocco","X2010",0.1
"8212","Mozambique","X2010",11.3
"8213","Myanmar","X2010",0.7
"8214","Namibia","X2010",13.6
"8216","Nepal","X2010",0.3
"8217","Netherlands","X2010",0.2
"8220","New Zealand","X2010",0.1
"8222","Nicaragua","X2010",0.2
"8223","Niger","X2010",0.8
"8224","Nigeria","X2010",3.7
"8229","Norway","X2010",0.1
"8231","Pakistan","X2010",0.1
"8233","Panama","X2010",0.8
"8234","Papua New Guinea","X2010",0.7
"8235","Paraguay","X2010",0.3
"8236","Peru","X2010",0.4
"8237","Philippines","X2010",0.06
"8239","Poland","X2010",0.1
"8240","Portugal","X2010",0.7
"8244","Romania","X2010",0.1
"8246","Rwanda","X2010",3
"8256","Sao Tome and Principe","X2010",1
"8258","Senegal","X2010",0.7
"8259","Serbia","X2010",0.1
"8263","Sierra Leone","X2010",1.6
"8264","Singapore","X2010",0.1
"8265","Slovak Republic","X2010",0.06
"8266","Slovenia","X2010",0.1
"8268","Somalia","X2010",0.7
"8270","South Africa","X2010",17.3
"8272","Spain","X2010",0.4
"8273","Sri Lanka","X2010",0.06
"8274","Sudan","X2010",0.4
"8275","Suriname","X2010",1.1
"8277","Swaziland","X2010",25.9
"8278","Sweden","X2010",0.2
"8279","Switzerland","X2010",0.4
"8282","Tajikistan","X2010",0.2
"8283","Tanzania","X2010",5.8
"8284","Thailand","X2010",1.2
"8286","Togo","X2010",3.5
"8290","Trinidad and Tobago","X2010",1.5
"8291","Tunisia","X2010",0.06
"8292","Turkey","X2010",0.06
"8296","Uganda","X2010",7
"8297","Ukraine","X2010",0.8
"8299","United Kingdom","X2010",0.3
"8300","United States","X2010",0.6
"8301","Uruguay","X2010",0.6
"8306","Venezuela","X2010",0.5
"8310","Vietnam","X2010",0.5
"8314","Yemen","X2010",0.2
"8316","Zambia","X2010",12.7
"8317","Zimbabwe","X2010",15.2
"8320","Cote dIvoire","X2010",3.2
"8322","Afghanistan","X2011",0.06
"8328","Angola","X2011",2.1
"8331","Argentina","X2011",0.4
"8332","Armenia","X2011",0.2
"8334","Australia","X2011",0.2
"8335","Austria","X2011",0.4
"8336","Azerbaijan","X2011",0.1
"8337","Bahamas","X2011",2.8
"8339","Bangladesh","X2011",0.06
"8340","Barbados","X2011",0.9
"8341","Belarus","X2011",0.4
"8342","Belgium","X2011",0.3
"8343","Belize","X2011",2.3
"8344","Benin","X2011",1.2
"8346","Bhutan","X2011",0.3
"8347","Bolivia","X2011",0.3
"8349","Botswana","X2011",23.4
"8350","Brazil","X2011",0.3
"8353","Bulgaria","X2011",0.1
"8354","Burkina Faso","X2011",1.1
"8355","Burundi","X2011",1.3
"8356","Cambodia","X2011",0.6
"8357","Cameroon","X2011",4.6
"8358","Canada","X2011",0.3
"8359","Cape Verde","X2011",1
"8361","Central African Republic","X2011",4.6
"8362","Chad","X2011",3.1
"8364","Chile","X2011",0.5
"8365","China","X2011",0.06
"8368","Colombia","X2011",0.5
"8369","Comoros","X2011",0.1
"8371","Congo, Rep.","X2011",3.3
